Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tengah,2021.0,4.0,9.0,3.0,2.0,2.4,2.6,,33.1,24.5,,29.6
Tengah,2021.0,4.0,10.0,0.0,0.0,0.0,0.0,,33.8,25.0,,24.1
Tengah,2021.0,4.0,11.0,0.0,0.0,0.0,0.0,,33.6,23.4,,33.3
Tengah,2021.0,4.0,12.0,3.0,2.8,2.8,3.0,,34.1,25.0,,29.6
Tengah,2021.0,4.0,13.0,11.0,9.2,10.7,10.9,,32.6,24.9,,24.1
Tengah,2021.0,4.0,14.0,0.0,0.0,0.0,0.0,,33.1,24.7,,25.9
Tengah,2021.0,4.0,15.0,3.0,0.8,1.2,2.2,,33.3,24.0,,35.2
Tengah,2021.0,4.0,16.0,5.8,5.0,5.6,5.6,,30.7,24.5,,24.1
Tengah,2021.0,4.0,17.0,88.7,26.5,41.0,63.1,,31.3,23.0,,38.9
Tengah,2021.0,4.0,18.0,4.0,4.0,4.0,4.0,,33.6,24.1,,37.0
Tengah,2021.0,4.0,19.0,0.2,0.2,0.2,0.2,,30.6,23.9,,40.7
Tengah,2021.0,4.0,20.0,0.0,0.0,0.0,0.0,,33.2,25.2,,27.8
Tengah,2021.0,4.0,21.0,0.0,0.0,0.0,0.0,,33.8,25.7,,27.8
Tengah,2021.0,4.0,22.0,2.8,1.8,2.0,2.0,,30.0,24.5,,29.6
Tengah,2021.0,4.0,23.0,0.4,0.4,0.4,0.4,,31.6,23.8,,29.6
Tengah,2021.0,4.0,24.0,11.4,3.4,5.2,8.0,,28.5,24.3,,13.0
Tengah,2021.0,4.0,25.0,0.0,0.0,0.0,0.0,,33.7,25.3,,24.1
Tengah,2021.0,4.0,26.0,10.8,7.4,8.2,8.4,,33.1,24.3,,37.0
Tengah,2021.0,4.0,27.0,7.4,3.8,5.0,5.0,,31.3,24.1,,22.2
Tengah,2021.0,4.0,28.0,8.0,7.0,8.0,8.0,,33.1,24.5,,27.8
Tengah,2021.0,4.0,29.0,0.2,0.2,0.2,0.2,,33.1,24.7,,27.8
Tengah,2021.0,4.0,30.0,10.8,8.2,8.2,8.2,,32.5,23.9,,33.3
Tengah,2021.0,5.0,1.0,3.2,2.6,2.6,2.6,,32.4,25.1,,33.3
Tengah,2021.0,5.0,2.0,0.2,0.2,0.2,0.6,,33.9,25.5,,29.6
Tengah,2021.0,5.0,3.0,0.0,0.0,0.0,0.0,,33.9,25.7,,31.5
Tengah,2021.0,5.0,4.0,24.1,20.5,22.5,23.9,,34.4,24.7,,35.2
Tengah,2021.0,5.0,5.0,17.2,5.4,10.0,13.9,,33.3,24.7,,37.0
Tengah,2021.0,5.0,6.0,1.0,0.8,1.0,1.0,,31.0,25.0,,18.5
Tengah,2021.0,5.0,7.0,22.5,21.3,22.5,22.5,,33.7,25.4,,25.9
Tengah,2021.0,5.0,8.0,1.2,0.8,0.8,0.8,,31.6,25.0,,29.6
Tengah,2021.0,5.0,9.0,0.0,0.0,0.2,0.2,,33.7,25.0,,31.5
Tengah,2021.0,5.0,10.0,0.0,0.0,0.0,0.0,,34.0,26.0,,25.9
Tengah,2021.0,5.0,11.0,0.0,0.0,0.0,0.0,,34.6,26.3,,35.2
Tengah,2021.0,5.0,12.0,30.1,24.9,29.9,30.0,,31.6,24.8,,40.7
Tengah,2021.0,5.0,13.0,8.8,8.8,8.8,8.8,,33.4,25.7,,22.2
Tengah,2021.0,5.0,14.0,2.2,1.2,1.2,1.2,,31.5,25.3,,35.2
Tengah,2021.0,5.0,15.0,0.0,0.0,0.0,0.0,,31.7,25.1,,31.5
Tengah,2021.0,5.0,16.0,0.0,0.0,0.0,0.0,,33.1,24.8,,27.8
Tengah,2021.0,5.0,17.0,31.3,15.1,15.3,15.3,,30.4,23.6,,25.9
Tengah,2021.0,5.0,18.0,9.4,11.3,13.3,15.1,,30.1,25.5,,25.9
Tengah,2021.0,5.0,19.0,0.0,0.0,0.0,0.0,,30.6,26.1,,13.0
Tengah,2021.0,5.0,20.0,0.0,0.0,0.0,0.0,,33.2,26.0,,24.1
Tengah,2021.0,5.0,21.0,47.2,37.6,43.8,46.0,,31.7,23.9,,37.0
Tengah,2021.0,5.0,22.0,0.2,0.2,0.2,0.2,,30.2,24.7,,22.2
Tengah,2021.0,5.0,23.0,0.0,0.0,0.0,0.0,,32.9,25.2,,22.2
Tengah,2021.0,5.0,24.0,0.0,0.0,0.0,0.0,,33.6,26.2,,25.9
Tengah,2021.0,5.0,25.0,0.0,0.0,0.0,0.0,,33.7,26.6,,31.5
Tengah,2021.0,5.0,26.0,0.6,0.6,0.6,0.6,,33.9,25.5,,20.4
Tengah,2021.0,5.0,27.0,26.2,12.9,13.3,26.3,,32.2,24.8,,35.2
Tengah,2021.0,5.0,28.0,13.5,13.3,13.5,13.5,,34.1,25.1,,31.5
Tengah,2021.0,5.0,29.0,0.4,0.2,0.2,0.4,,34.3,25.0,,25.9
Tengah,2021.0,5.0,30.0,0.0,0.0,0.0,0.0,,33.3,25.7,,25.9
Tengah,2021.0,5.0,31.0,15.3,13.1,15.1,15.3,,32.4,23.2,,25.9
Tengah,2021.0,6.0,1.0,20.5,18.5,20.5,20.5,,32.7,25.3,,37.0
Tengah,2021.0,6.0,2.0,20.9,12.1,12.9,12.9,,32.5,25.1,,29.6
Tengah,2021.0,6.0,3.0,0.0,0.0,0.0,0.0,,33.7,24.9,,27.8
Tengah,2021.0,6.0,4.0,1.6,1.6,1.6,1.6,,34.0,25.6,,29.6
Tengah,2021.0,6.0,5.0,0.0,0.0,0.0,0.0,,32.5,24.7,,25.9
Tengah,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,,33.4,26.4,,27.8
Tengah,2021.0,6.0,7.0,15.3,15.3,15.3,15.3,,32.7,24.7,,37.0
Tengah,2021.0,6.0,8.0,0.0,0.0,0.0,0.0,,32.9,25.5,,29.6
Tengah,2021.0,6.0,9.0,6.0,6.0,6.0,6.0,,32.0,24.7,,38.9
Tengah,2021.0,6.0,10.0,5.0,2.2,2.2,2.8,,33.0,24.0,,25.9
Tengah,2021.0,6.0,11.0,0.0,0.0,0.0,0.0,,32.0,24.5,,24.1
Tengah,2021.0,6.0,12.0,11.9,11.7,11.9,11.9,,33.0,24.8,,40.7
Tengah,2021.0,6.0,13.0,22.5,18.9,21.1,21.9,,31.5,23.8,,29.6
Tengah,2021.0,6.0,14.0,59.7,44.4,59.3,59.5,,33.2,23.3,,48.2
Tengah,2021.0,6.0,15.0,82.0,34.6,59.7,81.0,,33.2,22.7,,38.9
Tengah,2021.0,6.0,16.0,0.0,0.2,0.2,0.2,,31.4,23.7,,35.2
Tengah,2021.0,6.0,17.0,0.0,0.0,0.0,0.0,,33.1,25.0,,33.3
Tengah,2021.0,6.0,18.0,25.2,7.4,11.7,18.3,,29.3,24.1,,24.1
Tengah,2021.0,6.0,19.0,0.8,0.4,0.6,0.6,,32.7,23.9,,
Tengah,2021.0,6.0,20.0,10.2,7.0,7.2,8.8,,32.6,23.3,,
Tengah,2021.0,6.0,21.0,0.2,0.2,0.2,0.4,,32.7,23.6,,38.9
Tengah,2021.0,6.0,22.0,7.0,6.8,7.0,7.0,,31.8,23.3,,24.1
Tengah,2021.0,6.0,23.0,0.0,0.0,0.0,0.0,,33.0,24.4,,31.5
Tengah,2021.0,6.0,24.0,0.6,0.2,0.2,0.4,,33.3,25.2,,22.2
Tengah,2021.0,6.0,25.0,0.4,0.4,0.4,0.4,,32.3,25.2,,27.8
Tengah,2021.0,6.0,26.0,6.6,5.0,6.2,6.4,,31.5,24.5,,25.9
Tengah,2021.0,6.0,27.0,21.3,17.7,17.9,21.1,,29.6,24.2,,24.1
Tengah,2021.0,6.0,28.0,0.0,0.0,0.0,0.0,,33.2,25.0,,27.8
Tengah,2021.0,6.0,29.0,33.9,21.1,24.7,25.3,,30.5,23.6,,35.2
Tengah,2021.0,6.0,30.0,0.0,0.0,0.2,8.4,,32.4,23.4,,29.6
Tengah,2021.0,7.0,1.0,11.2,6.6,6.8,6.8,,32.6,24.8,,31.5
Tengah,2021.0,7.0,2.0,1.2,1.0,1.2,1.2,,32.3,24.9,,24.1
Tengah,2021.0,7.0,3.0,0.0,0.0,0.0,0.0,,32.3,24.2,,25.9
Tengah,2021.0,7.0,4.0,7.4,4.8,5.4,6.4,,29.0,24.3,,22.2
Tengah,2021.0,7.0,5.0,20.7,17.5,19.5,19.7,,31.0,23.2,,18.5
Tengah,2021.0,7.0,6.0,0.2,0.2,0.2,0.2,,30.8,24.8,,25.9
Tengah,2021.0,7.0,7.0,13.6,9.0,10.3,10.3,,30.9,24.8,,38.9
Tengah,2021.0,7.0,8.0,0.0,0.0,0.0,0.0,,32.9,24.9,,25.9
Tengah,2021.0,7.0,9.0,9.6,4.4,5.0,5.8,,33.1,24.0,,46.3
Tengah,2021.0,7.0,10.0,7.6,3.2,3.4,3.8,,28.3,23.7,,16.7
Tengah,2021.0,7.0,11.0,16.3,13.1,13.3,13.3,,30.9,23.7,,42.6
Tengah,2021.0,7.0,12.0,47.6,28.1,35.2,38.2,,33.0,23.7,,42.6
Tengah,2021.0,7.0,13.0,101.8,39.6,65.1,81.2,,26.7,23.1,,25.9
Tengah,2021.0,7.0,14.0,0.4,0.2,0.2,0.4,,29.2,23.7,,22.2
Tengah,2021.0,7.0,15.0,0.0,0.0,0.0,0.0,,31.9,24.3,,25.9
Tengah,2021.0,7.0,16.0,0.0,0.0,0.0,0.0,,32.5,24.7,,25.9
Tengah,2021.0,7.0,17.0,0.0,0.0,0.0,0.0,,32.4,24.7,,27.8
Tengah,2021.0,7.0,18.0,0.0,0.0,0.0,0.0,,32.2,25.6,,29.6
Tengah,2021.0,7.0,19.0,0.2,0.2,0.2,0.2,,31.1,25.1,,50.0
Tengah,2021.0,7.0,20.0,0.0,0.0,0.0,0.0,,32.1,25.2,,25.9
Tengah,2021.0,7.0,21.0,0.0,0.0,0.0,0.0,,32.8,25.4,,33.3
Tengah,2021.0,7.0,22.0,0.0,0.0,0.0,0.0,,33.0,25.8,,31.5
Tengah,2021.0,7.0,23.0,0.2,0.2,0.2,0.2,,33.4,24.5,,59.3
Tengah,2021.0,7.0,24.0,0.0,0.0,0.0,0.2,,33.0,25.5,,
Tengah,2021.0,7.0,25.0,0.0,0.0,0.0,0.0,,33.1,25.7,,9.3
Tengah,2021.0,7.0,26.0,0.0,0.0,0.0,0.0,,32.5,26.3,,29.6
Tengah,2021.0,7.0,27.0,0.2,0.2,0.2,0.2,,33.2,25.1,,29.6
Tengah,2021.0,7.0,28.0,0.0,0.0,0.0,0.0,,32.9,26.3,,31.5
Tengah,2021.0,7.0,29.0,0.0,0.0,0.0,0.0,,33.2,27.9,,33.3
Tengah,2021.0,7.0,30.0,0.0,0.0,0.0,0.0,,33.4,25.6,,31.5
Tengah,2021.0,7.0,31.0,17.2,8.4,8.6,11.1,,31.3,23.6,,31.5
Tengah,2021.0,8.0,1.0,85.1,41.6,58.5,84.4,,31.0,23.0,,29.6
Tengah,2021.0,8.0,2.0,1.4,1.2,1.2,1.4,,32.1,22.6,,33.3
Tengah,2021.0,8.0,3.0,3.6,2.2,3.2,3.6,,33.2,23.3,,51.9
Tengah,2021.0,8.0,4.0,4.2,2.2,3.6,4.2,,29.5,24.6,,29.6
Tengah,2021.0,8.0,5.0,0.0,0.0,0.0,0.0,,32.9,26.6,,27.8
Tengah,2021.0,8.0,6.0,0.0,0.0,0.0,0.0,,32.1,24.8,,35.2
Tengah,2021.0,8.0,7.0,1.8,1.2,1.6,1.8,,33.3,24.8,,29.6
Tengah,2021.0,8.0,8.0,0.8,0.6,0.6,0.6,,32.8,23.7,,38.9
Tengah,2021.0,8.0,9.0,0.0,0.0,0.0,0.0,,33.2,23.2,,18.5
Tengah,2021.0,8.0,10.0,7.2,0.0,0.0,0.0,,33.4,25.5,,33.3
Tengah,2021.0,8.0,11.0,7.2,7.2,7.2,7.2,,31.3,25.9,,31.5
Tengah,2021.0,8.0,12.0,1.8,1.8,1.8,1.8,,31.4,24.7,,31.5
Tengah,2021.0,8.0,13.0,0.0,0.0,0.0,0.0,,32.1,24.6,,37.0
Tengah,2021.0,8.0,14.0,40.0,25.5,29.7,33.0,,33.0,24.1,,38.9
Tengah,2021.0,8.0,15.0,4.0,3.0,3.0,3.4,,32.0,24.0,,50.0
Tengah,2021.0,8.0,16.0,0.4,0.2,0.4,3.0,,31.8,24.4,,35.2
Tengah,2021.0,8.0,17.0,2.0,1.0,1.6,2.0,,28.8,24.9,,35.2
Tengah,2021.0,8.0,18.0,22.3,17.5,21.5,22.1,,27.3,22.6,,29.6
Tengah,2021.0,8.0,19.0,21.0,3.8,5.8,9.0,,30.5,23.9,,29.6
Tengah,2021.0,8.0,20.0,66.0,44.4,57.7,64.5,,26.1,22.4,,29.6
Tengah,2021.0,8.0,21.0,0.2,0.2,0.2,0.2,,30.3,24.3,,22.2
Tengah,2021.0,8.0,22.0,1.8,0.8,1.2,1.4,,31.5,24.2,,3.7
Tengah,2021.0,8.0,23.0,0.0,0.0,0.0,0.0,,31.9,23.2,,27.8
Tengah,2021.0,8.0,24.0,91.0,18.7,27.3,37.2,,28.2,26.2,,25.9
Tengah,2021.0,8.0,25.0,15.7,15.1,15.5,15.7,,28.6,23.5,,33.3
Tengah,2021.0,8.0,26.0,0.0,0.0,0.0,0.0,,32.0,23.8,,31.5
Tengah,2021.0,8.0,27.0,0.0,0.0,0.0,0.0,,32.6,23.8,,35.2
Tengah,2021.0,8.0,28.0,0.0,0.0,0.0,0.0,,32.5,24.9,,27.8
Tengah,2021.0,8.0,29.0,22.7,11.5,18.7,19.5,,28.7,22.8,,35.2
Tengah,2021.0,8.0,30.0,52.8,20.7,36.0,40.8,,28.7,22.8,,24.1
Tengah,2021.0,8.0,31.0,31.9,9.2,12.1,20.3,,31.3,24.0,,31.5
Tengah,2021.0,9.0,1.0,0.0,0.0,0.0,0.0,,32.6,23.8,,38.9
Tengah,2021.0,9.0,2.0,51.0,17.9,23.3,41.4,,28.9,24.2,,20.4
Tengah,2021.0,9.0,3.0,0.0,0.0,0.0,0.0,,33.2,25.0,,16.7
Tengah,2021.0,9.0,4.0,37.8,28.9,35.4,37.4,,33.8,25.3,,51.9
Tengah,2021.0,9.0,5.0,0.0,0.0,0.0,0.0,,34.1,24.8,,31.5
Tengah,2021.0,9.0,6.0,59.8,47.0,55.5,56.5,,32.0,22.5,,46.3
Tengah,2021.0,9.0,7.0,0.0,0.0,0.0,0.0,,32.8,22.0,,33.3
Tengah,2021.0,9.0,8.0,4.1,,,,,32.5,24.4,,33.3
Tengah,2021.0,9.0,9.0,0.0,0.0,0.0,0.0,,32.8,22.6,,27.8
Tengah,2021.0,9.0,10.0,22.9,8.4,14.7,18.9,,30.5,23.4,,29.6
Tengah,2021.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,29.6
Tengah,2021.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,31.5
Tengah,2021.0,9.0,13.0,3.0,2.0,2.6,2.6,,28.9,25.2,,25.9
Tengah,2021.0,9.0,14.0,0.0,0.0,0.0,0.0,,32.7,25.5,,18.5
Tengah,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,,33.0,25.6,,29.6
Tengah,2021.0,9.0,16.0,0.0,0.0,0.0,0.0,,33.2,24.8,,35.2
Tengah,2021.0,9.0,17.0,0.0,0.0,0.0,0.0,,33.0,24.8,,11.1
Tengah,2021.0,9.0,18.0,0.0,0.0,0.0,0.0,,33.4,25.6,,13.0
Tengah,2021.0,9.0,19.0,77.5,34.2,43.4,43.8,,26.0,23.8,,
Tengah,2021.0,9.0,20.0,0.0,0.0,0.0,0.0,,32.4,23.7,,
Tengah,2021.0,9.0,21.0,20.1,18.5,20.1,20.1,,31.6,23.7,,31.5
Tengah,2021.0,9.0,22.0,43.4,37.6,41.0,43.0,,32.8,23.9,,33.3
Tengah,2021.0,9.0,23.0,1.4,1.4,1.4,1.4,,32.2,24.2,,35.2
Tengah,2021.0,9.0,24.0,0.4,0.4,0.4,0.4,,33.3,24.8,,29.6
Tengah,2021.0,9.0,25.0,0.0,0.0,0.0,0.0,,33.4,25.1,,33.3
Tengah,2021.0,9.0,26.0,0.4,0.4,0.4,0.4,,32.8,24.6,,27.8
Tengah,2021.0,9.0,27.0,8.8,3.8,6.6,6.8,,31.9,24.4,,29.6
Tengah,2021.0,9.0,28.0,1.0,0.6,0.8,0.8,,32.1,24.9,,22.2
Tengah,2021.0,9.0,29.0,0.2,0.2,0.2,0.2,,32.6,25.5,,31.5
Tengah,2021.0,9.0,30.0,15.0,5.0,6.0,9.8,,27.9,24.6,,31.5
Tengah,2021.0,10.0,1.0,24.6,7.2,10.1,14.5,,31.3,23.3,,46.3
Tengah,2021.0,10.0,2.0,4.8,4.6,4.8,5.0,,29.5,23.1,,9.3
Tengah,2021.0,10.0,3.0,0.6,0.4,0.4,0.4,,30.6,25.6,,22.2
Tengah,2021.0,10.0,4.0,0.0,0.0,0.0,0.0,,33.5,24.7,,24.1
Tengah,2021.0,10.0,5.0,0.2,0.2,0.2,0.2,,28.8,23.7,,27.8
Tengah,2021.0,10.0,6.0,0.0,0.0,0.0,0.0,,32.9,26.7,,37.0
Tengah,2021.0,10.0,7.0,0.0,0.0,0.0,0.0,,32.4,26.2,,37.0
Tengah,2021.0,10.0,8.0,0.0,0.0,0.0,0.0,,34.5,26.6,,29.6
Tengah,2021.0,10.0,9.0,0.0,0.0,0.0,0.0,,33.2,26.3,,35.2
Tengah,2021.0,10.0,10.0,2.4,1.6,2.2,2.4,,31.7,25.5,,42.6
Tengah,2021.0,10.0,11.0,0.0,0.0,0.0,0.0,,33.9,26.0,,31.5
Tengah,2021.0,10.0,12.0,0.0,0.0,0.0,0.0,,33.6,26.0,,29.6
Tengah,2021.0,10.0,13.0,0.0,0.0,0.0,0.0,,33.8,26.1,,31.5
Tengah,2021.0,10.0,14.0,0.0,0.0,0.0,0.0,,33.1,24.4,,46.3
Tengah,2021.0,10.0,15.0,0.2,0.2,0.2,0.2,,33.0,25.8,,16.7
Tengah,2021.0,10.0,16.0,0.0,0.0,0.0,0.0,,34.1,25.8,,22.2
Tengah,2021.0,10.0,17.0,3.4,2.4,2.4,2.4,,31.6,24.6,,42.6
Tengah,2021.0,10.0,18.0,6.4,6.2,6.4,6.4,,31.1,25.2,,24.1
Tengah,2021.0,10.0,19.0,0.0,0.0,0.0,0.0,,33.3,25.3,,29.6
Tengah,2021.0,10.0,20.0,18.2,8.6,13.3,13.5,,31.6,24.6,,35.2
Tengah,2021.0,10.0,21.0,0.2,0.2,0.2,0.2,,32.6,25.1,,29.6
Tengah,2021.0,10.0,22.0,0.8,0.8,0.8,0.8,,32.7,24.6,,33.3
Tengah,2021.0,10.0,23.0,0.2,0.2,0.2,0.2,,32.8,24.6,,20.4
Tengah,2021.0,10.0,24.0,0.0,0.0,0.0,0.0,,33.4,24.6,,29.6
Tengah,2021.0,10.0,25.0,0.0,0.0,0.0,0.0,,32.7,24.8,,38.9
Tengah,2021.0,10.0,26.0,0.0,0.0,0.0,0.0,,34.5,25.0,,31.5
Tengah,2021.0,10.0,27.0,38.6,17.1,29.5,38.6,,34.5,26.1,,29.6
Tengah,2021.0,10.0,28.0,28.5,24.9,28.3,28.5,,30.2,23.2,,16.7
Tengah,2021.0,10.0,29.0,0.0,0.0,0.0,0.0,,35.3,27.0,,27.8
Tengah,2021.0,10.0,30.0,0.8,0.4,0.4,0.4,,35.0,26.3,,35.2
Tengah,2021.0,10.0,31.0,11.0,5.4,6.4,7.6,,35.5,26.9,,25.9
Tengah,2021.0,11.0,1.0,17.0,15.7,15.9,16.9,,34.7,26.4,,42.6
Tengah,2021.0,11.0,2.0,31.5,20.1,22.3,29.3,,33.0,25.5,,40.7
Tengah,2021.0,11.0,3.0,20.5,12.7,17.5,19.9,,33.6,24.7,,35.2
Tengah,2021.0,11.0,4.0,5.4,4.8,5.2,5.2,,34.3,25.0,,27.8
Tengah,2021.0,11.0,5.0,2.8,1.0,1.4,2.4,,33.2,25.3,,27.8
Tengah,2021.0,11.0,6.0,0.0,0.0,0.0,0.0,,32.6,25.4,,20.4
Tengah,2021.0,11.0,7.0,11.3,9.2,10.1,11.1,,31.1,24.9,,35.2
Tengah,2021.0,11.0,8.0,0.0,0.0,0.0,0.0,,29.7,24.9,,16.7
Tengah,2021.0,11.0,9.0,15.4,11.3,12.9,13.9,,33.4,24.5,,46.3
Tengah,2021.0,11.0,10.0,14.2,6.2,8.6,10.9,,29.2,23.7,,37.0
Tengah,2021.0,11.0,11.0,0.4,0.2,0.2,0.2,,32.0,24.3,,33.3
Tengah,2021.0,11.0,12.0,1.2,0.4,0.6,0.8,,31.8,23.2,,48.2
Tengah,2021.0,11.0,13.0,8.4,6.8,7.0,7.8,,29.3,24.2,,22.2
Tengah,2021.0,11.0,14.0,0.0,0.0,0.0,0.0,,33.4,25.6,,20.4
Tengah,2021.0,11.0,15.0,0.0,0.0,0.0,0.0,,31.4,24.6,,33.3
Tengah,2021.0,11.0,16.0,0.0,0.0,0.0,0.0,,33.9,25.5,,13.0
Tengah,2021.0,11.0,17.0,0.0,0.0,0.0,0.0,,32.9,26.0,,38.9
Tengah,2021.0,11.0,18.0,37.3,20.1,31.8,34.4,,33.4,25.6,,33.3
Tengah,2021.0,11.0,19.0,0.0,0.0,0.0,0.0,,31.5,23.5,,37.0
Tengah,2021.0,11.0,20.0,3.8,1.0,2.0,3.0,,29.5,23.9,,14.8
Tengah,2021.0,11.0,21.0,0.2,0.2,0.2,0.2,,34.0,24.7,,13.0
Tengah,2021.0,11.0,22.0,0.4,0.4,0.4,0.4,,33.5,25.0,,24.1
Tengah,2021.0,11.0,23.0,21.4,18.2,20.0,20.4,,32.4,24.0,,20.4
Tengah,2021.0,11.0,24.0,5.6,2.2,3.6,4.8,,26.9,23.7,,18.5
Tengah,2021.0,11.0,25.0,0.6,0.4,0.4,0.6,,32.9,23.9,,24.1
Tengah,2021.0,11.0,26.0,0.0,0.0,0.0,0.0,,31.8,24.5,,64.8
Tengah,2021.0,11.0,27.0,4.6,3.6,3.6,3.8,,33.8,24.7,,44.4
Tengah,2021.0,11.0,28.0,0.0,0.0,0.0,0.0,,32.6,25.8,,24.1
Tengah,2021.0,11.0,29.0,0.0,0.0,0.0,0.0,,34.4,26.1,,38.9
Tengah,2021.0,11.0,30.0,0.0,0.0,0.0,0.0,,35.9,26.7,,29.6
Tengah,2021.0,12.0,1.0,0.0,0.0,0.0,0.0,,34.8,25.5,,37.0
Tengah,2021.0,12.0,2.0,2.0,0.6,1.2,1.6,,29.5,23.6,,31.5
Tengah,2021.0,12.0,3.0,0.0,0.0,0.0,0.0,,31.1,24.5,,35.2
Tengah,2021.0,12.0,4.0,0.0,0.0,0.0,0.0,,,,,42.6
Tengah,2021.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,,42.6
Tengah,2021.0,12.0,6.0,0.0,0.0,0.0,0.0,,29.1,24.8,,33.3
Tengah,2021.0,12.0,7.0,0.0,0.0,0.0,0.0,,32.8,24.9,,46.3
Tengah,2021.0,12.0,8.0,0.0,0.0,0.0,0.0,,32.1,24.1,,38.9
Tengah,2021.0,12.0,9.0,0.0,0.0,0.0,0.0,,32.9,25.1,,38.9
Tengah,2021.0,12.0,10.0,36.4,12.3,20.8,31.1,,31.5,26.2,,38.9
Tengah,2021.0,12.0,11.0,21.2,8.5,9.9,14.1,,30.2,24.9,,35.2
Tengah,2021.0,12.0,12.0,0.0,0.0,0.0,0.0,,29.4,23.4,,29.6
Tengah,2021.0,12.0,13.0,0.0,0.0,0.0,0.0,,30.7,24.8,,50.0
Tengah,2021.0,12.0,14.0,0.0,0.0,0.0,0.0,,32.2,25.0,,40.7
Tengah,2021.0,12.0,15.0,0.0,0.0,0.0,0.0,,31.8,24.7,,44.4
Tengah,2021.0,12.0,16.0,1.5,1.5,1.5,1.5,,32.0,24.5,,42.6
Tengah,2021.0,12.0,17.0,39.3,15.2,15.2,22.0,,30.2,24.4,,46.3
Tengah,2021.0,12.0,18.0,11.3,9.1,9.3,9.5,,31.8,23.9,,35.2
Tengah,2021.0,12.0,19.0,13.9,5.9,7.5,10.5,,31.0,24.1,,31.5
Tengah,2021.0,12.0,20.0,0.0,0.0,0.0,0.0,,31.5,24.1,,24.1
Tengah,2021.0,12.0,21.0,0.0,0.0,0.0,0.0,,33.8,26.0,,24.1
Tengah,2021.0,12.0,22.0,0.0,0.0,0.0,0.0,,32.1,26.1,,25.9
Tengah,2021.0,12.0,23.0,0.0,0.0,0.0,0.0,,30.8,24.7,,20.4
Tengah,2021.0,12.0,24.0,39.5,24.9,33.5,36.0,,31.6,23.5,,31.5
Tengah,2021.0,12.0,25.0,16.4,16.2,16.2,16.2,,31.2,23.4,,37.0
Tengah,2021.0,12.0,26.0,0.6,0.4,0.4,0.4,,31.7,24.6,,31.5
Tengah,2021.0,12.0,27.0,0.0,0.0,0.0,0.0,,33.5,24.7,,29.6
Tengah,2021.0,12.0,28.0,0.0,0.0,0.0,0.0,,32.6,24.8,,35.2
Tengah,2021.0,12.0,29.0,5.6,4.2,4.8,4.8,,30.9,24.4,,40.7
Tengah,2021.0,12.0,30.0,18.6,12.1,13.1,13.5,,30.9,24.1,,27.8
Tengah,2021.0,12.0,31.0,25.4,4.8,8.3,14.3,,26.2,23.7,,29.6
Tengah,2022.0,1.0,1.0,23.2,16.0,19.0,21.2,25.2,30.4,23.6,5.1,23.4
Tengah,2022.0,1.0,2.0,27.9,3.6,5.1,8.9,24.1,24.8,23.6,5.6,25.0
Tengah,2022.0,1.0,3.0,1.6,1.0,1.0,1.4,25.6,30.1,23.2,6.6,25.8
Tengah,2022.0,1.0,4.0,12.1,6.1,8.9,12.1,25.6,30.8,23.8,6.8,25.8
Tengah,2022.0,1.0,5.0,6.9,4.6,5.9,6.3,27.3,32.7,24.2,7.1,31.0
Tengah,2022.0,1.0,6.0,0.0,0.0,0.0,0.0,27.9,33.0,24.9,8.4,28.9
Tengah,2022.0,1.0,7.0,7.5,5.1,5.1,5.3,26.9,32.3,24.5,7.2,30.3
Tengah,2022.0,1.0,8.0,0.0,0.0,0.0,0.0,27.3,30.9,24.6,10.2,32.9
Tengah,2022.0,1.0,9.0,0.0,0.0,0.0,0.0,27.8,32.0,24.5,10.0,32.8
Tengah,2022.0,1.0,10.0,0.0,0.0,0.0,0.0,27.6,32.1,24.3,9.8,29.4
Tengah,2022.0,1.0,11.0,0.0,0.0,0.0,0.0,27.3,31.9,23.8,8.9,27.7
Tengah,2022.0,1.0,12.0,0.0,0.0,0.0,0.0,27.3,32.0,24.3,11.3,32.8
Tengah,2022.0,1.0,13.0,0.0,0.0,0.0,0.0,27.1,32.3,23.2,9.9,30.6
Tengah,2022.0,1.0,14.0,0.0,0.0,0.0,0.0,27.1,32.3,24.0,10.2,29.8
Tengah,2022.0,1.0,15.0,0.0,0.0,0.0,0.0,27.5,33.3,24.7,10.0,26.7
Tengah,2022.0,1.0,16.0,0.0,0.0,0.0,0.0,27.8,32.2,24.9,11.5,29.5
Tengah,2022.0,1.0,17.0,2.0,1.8,1.8,2.0,27.2,30.6,24.9,9.3,25.5
Tengah,2022.0,1.0,18.0,0.0,0.0,0.0,0.0,27.7,33.0,24.5,10.9,41.0
Tengah,2022.0,1.0,19.0,1.8,1.6,1.6,1.6,27.1,31.2,24.2,9.7,29.0
Tengah,2022.0,1.0,20.0,5.5,4.6,5.1,5.5,26.8,32.5,24.4,7.6,31.9
